id	reason
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_4	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_2	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_3	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_4	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_1	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_2	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_4	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_1	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_2	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_3	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_4	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-7.64_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_1	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_2	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_3	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_4	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-7.64_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_2	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_4	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_3	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_4	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-10.88_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-2_target-10.88_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_6	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-10.88_10	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_5	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_7	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_9	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-10.88_8	duplicate_sequence
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-7.64_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-7.64_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-7.64_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-7.64_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-7.64_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-7.64_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-10.88_4	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-10.88_6	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-10.88_7	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-10.88_8	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-1_target-10.88_9	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-2_target-10.88_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-2_target-10.88_4	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-2_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_4	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_5	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_6	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_8	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_9	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-3_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_4	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_5	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_7	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_8	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_9	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-4_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_4	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_5	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_6	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_7	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_9	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-5_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_5	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_7	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_8	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_9	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-6_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-10.88_4	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-10.88_5	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-10.88_6	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-10.88_7	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-7_target-10.88_8	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_6	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_8	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-8_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_2	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_3	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_4	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_5	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_7	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_9	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-9_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-10.88_1	baseline_vs_mpra_diff_gt_0.5
ISL1_chr5:51398819-51399745_Ledidi_run-10_target-10.88_10	baseline_vs_mpra_diff_gt_0.5
